ICSD_code,space_group
290988,F d -3 m Z
290989,F d -3 m Z
290990,F d -3 m Z
290991,F d -3 m Z
290992,F d -3 m Z
290993,F d -3 m Z
290994,F d -3 m Z
290999,F d -3 m Z
291,P m -3 m
291000,F d -3 m Z
291001,F d -3 m Z
291002,F d -3 m Z
291003,F d -3 m Z
291102,F d -3 m Z
291103,F d -3 m Z
291104,F d -3 m Z
291105,F d -3 m Z
291116,F d -3 m Z
291126,I a -3 d
29115,P -4 3 m
291160,F d -3 Z
291161,F d -3 m Z
291280,I 2 3
291281,I 2 3
291282,I 2 3
291283,I 2 3
291284,I 2 3
291285,I 2 3
291286,I 2 3
291287,I 2 3
291288,I 2 3
291300,F d -3 m Z
291301,F d -3 m Z
291311,I m -3
291312,F d -3 m Z
291313,F d -3 m Z
291314,F d -3 m Z
291325,I -4 3 m
291326,I -4 3 m
291327,I -4 3 m
291328,I -4 3 m
291329,I -4 3 m
291331,I -4 3 m
291332,I -4 3 m
291333,I -4 3 m
291334,I -4 3 m
291335,I -4 3 m
291431,P -4 3 m
291545,I m -3 m
291561,I m -3
291562,I m -3 m
291563,I m -3 m
291613,I a -3
291614,I a -3
291615,I a -3
291630,I m -3
291631,I m -3
291632,I m -3
291633,I m -3
291634,I m -3
291635,I m -3
291636,I m -3
291637,I m -3
291638,I m -3
291639,I m -3
291928,I m -3 m
29193,P a -3
291944,F d -3 m S
291945,F d -3 m S
29195,P a -3
29196,P a -3
29197,P a -3
292070,F d -3 m S
292097,F d -3 m S
29212,I -4 3 d
29222,I a -3 d
29223,I a -3 d
29224,I a -3 d
29235,I a -3 d
29239,I a -3
29240,I a -3
29241,I a -3
29242,I a -3
29247,I a -3 d
29248,I a -3 d
29249,I a -3 d
29250,I a -3 d
29251,I a -3 d
29283,P a -3
29350,I m -3 m
29353,P m -3 m
29355,I m -3
29357,I m -3
29358,I m -3
29390,I 41 3 2
29393,P m -3 m
29407,F m -3 m
29443,P -4 3 n
29509,I a -3 d
29540,P -4 3 n
29541,P -4 3 n
29542,P -4 3 n
29543,P -4 3 n
29544,P -4 3 n
2993,F d -3 m Z
2994,F d -3 m Z
2995,F d -3 m Z
2996,F d -3 m Z
2997,F d -3 m Z
30015,P m -3 n
30018,F m -3 c
300224,P a -3
300225,P a -3
300277,P 43 3 2
30093,I m -3 m
30115,F m -3
30221,P -4 3 m
30237,I a -3
30246,I 2 3
30263,P -4 3 n
30272,P a -3
30315,I m -3
30333,P a -3
30351,F -4 3 c
30373,P 41 3 2
30381,P n -3 m Z
30390,P a -3
30403,I m -3 m
30529,P 21 3
30530,P 21 3
3056,F d -3 m Z
30561,F d -3 m S
30582,P a -3
30583,P a -3
30592,I m -3 m
30615,F -4 3 c
30692,P a -3
30693,P a -3
30695,P a -3
30703,F m -3 m
30704,F m -3 m
30740,F m -3 c
30747,P a -3
30748,P a -3
30756,F m -3 m
30805,P a -3
30814,P a -3
30815,P a -3
30816,P a -3
30850,I -4 3 m
30851,I -4 3 m
30854,P -4 3 m
30860,F d -3 m Z
30861,F d -3 m Z
30862,F d -3 m Z
30863,F d -3 m Z
30864,F d -3 m Z
30865,F d -3 m Z
30866,F d -3 m Z
30867,F d -3 m Z
30868,F d -3 m Z
30891,P m -3 m
30897,I a -3 d
30898,I a -3 d
30899,I a -3 d
30903,P m -3 m
30904,P m -3 m
31033,F m -3 m
31057,P n -3 m S
31058,P n -3 m S
31077,P a -3
31078,P -4 3 n
31085,P a -3
31090,P a -3
31092,P n -3 S
31093,P a -3
31097,P a -3
31111,I m -3
31112,I 21 3
31113,I -4 3 m
31118,I m -3 m
31121,P 21 3
31137,P -4 3 m
31138,P -4 3 m
31157,F d -3 m Z
31171,P n -3 m S
31175,I 21 3
31250,I a -3 d
31289,F d -3 S
31298,F d -3 m Z
31345,F d -3 m Z
31361,P 21 3
31362,P 21 3
31369,I m -3 m
31370,I m -3 m
31371,I m -3 m
31372,I m -3 m
31373,F d -3 m S
31375,F d -3 m S
31376,F d -3 m S
31377,F d -3 m S
31378,F d -3 m S
31379,F d -3 m S
31380,F d -3 m S
31381,F d -3 m S
31390,P 21 3
31508,P a -3
31537,P -4 3 n
31567,P a -3
31568,P a -3
316,P a -3
31600,I -4 3 d
31601,I -4 3 d
31602,I -4 3 d
31619,I -4 3 m
31636,I -4 3 d
31637,I -4 3 d
31638,I -4 3 d
31677,I -4 3 m
31722,F m -3 m
31723,F m -3 m
31724,P a -3
31832,P a -3
31868,P n -3 m S
31897,P n -3 m S
31985,P -4 3 n
31988,P m -3
31989,P m -3
32002,I m -3
32003,I m -3
32037,P m -3 m
32038,I -4 3 m
32053,I -4 3 m
32054,I -4 3 m
32509,P m -3 n
32525,F -4 3 m
32549,F -4 3 m
32550,F -4 3 m
32558,P -4 3 n
32559,P -4 3 n
32560,P -4 3 n
32567,P a -3
32591,P a -3
32622,F d -3 m Z
32623,F d -3 m Z
32624,F d -3 m Z
32625,F d -3 m Z
32626,F d -3 m Z
32627,F d -3 m Z
32628,F d -3 m Z
32675,P a -3
32688,F d -3 m Z
32689,F d -3 m Z
32690,F d -3 m Z
32718,P a -3
32740,F -4 3 c
32741,F -4 3 c
32742,F -4 3 c
33276,F -4 3 m
33502,F -4 3 m
33503,F -4 3 m
33505,I -4 3 d
33561,I a -3
33588,I -4 3 m
33589,F d -3 m Z
33591,P -4 3 m
33592,P -4 3 m
33593,P -4 3 m
33594,P -4 3 m
33595,P -4 3 m
33596,P -4 3 m
33599,F d -3 m Z
33600,F d -3 m Z
33601,F d -3 m Z
33602,I a -3 d
33603,I a -3 d
33604,F d -3 m Z
33626,I m -3 m
33627,I m -3 m
33637,I a -3 d
33646,I 21 3
33647,I 21 3
33648,I 21 3
33649,I 21 3
33650,I 21 3
33651,I 21 3
33652,I 21 3
33653,I 21 3
33655,I 21 3
33656,I 21 3
33657,I 21 3
33658,I 21 3
33659,I 21 3
33660,I 21 3
33685,P -4 3 m
33716,P 43 3 2
33726,F -4 3 m
33727,F m -3 m
33728,F m -3 m
33729,F m -3 m
33738,I m -3
33758,P a -3
33794,P m -3 m
33826,F d -3 m Z
33872,I m -3
33874,F 2 3
33876,I -4 3 m
33896,F m -3 m
33897,F m -3 m
33898,F m -3 m
33899,F m -3 m
33920,P m -3 m
33925,I m -3 m
33927,I m -3 m
33928,I m -3 m
33929,I m -3 m
33960,I -4 3 d
33981,F m -3 m
33982,F m -3 m
33983,F m -3 m
33994,F -4 3 m
34046,I m -3
34047,I m -3
34048,I m -3
34050,I m -3
34051,I m -3
34052,I m -3
34085,I -4 3 m
34094,P -4 3 m
34100,F m -3 c
34201,P a -3
34203,P -4 3 n
34277,F d -3 m Z
34314,F d -3 m Z
34316,I m -3
34329,F d -3 m Z
34330,F d -3 m Z
34331,F d -3 m Z
34365,F d -3 m Z
34388,F d -3 c Z
34396,F d -3 m Z
34452,I m -3 m
34639,P -4 3 n
34678,I a -3
34807,F d -3 m Z
34838,I a -3 d
34845,I a -3 d
34923,F d -3 m Z
34924,F d -3 m Z
34925,F d -3 m Z
34926,F d -3 m Z
35056,P 41 3 2
35057,F d -3 m Z
35093,P n -3 n Z
35119,F m -3 c
35136,P a -3
35137,I m -3
35138,I m -3
35152,F d -3 c Z
35153,F d -3 c Z
35165,F d -3 m S
35166,F d -3 m S
35204,F m -3 m
35267,F d -3 m Z
35268,F d -3 m Z
35269,F d -3 m Z
35270,F d -3 m Z
35271,F d -3 m Z
35272,F d -3 m Z
35273,F d -3 m Z
35288,I -4 3 m
35329,P a -3
35379,P -4 3 m
35380,F d -3 m Z
35455,I m -3
35479,P a -3
35494,P a -3
35495,P a -3
35509,P -4 3 m
35537,P a -3
35540,P n -3 m S
35544,P -4 3 n
35545,P -4 3 n
35555,P a -3
35572,I -4 3 m
35573,I -4 3 m
35574,I -4 3 m
35636,I m -3
35637,I m -3
35651,I -4 3 d
35669,I m -3
35670,I m -3
35680,F m -3 c
35691,P m -3 m
35692,F m -3 c
35693,P m -3 m
35694,F m -3 c
35734,P 41 3 2
35755,P m -3 n
35768,F d -3 m Z
35769,P 43 3 2
35771,I -4 3 d
35772,F d -3 m Z
36002,P m -3 m
36031,F d -3 c Z
36050,P -4 3 n
36082,P a -3
36083,I 2 3
36135,F 2 3
36146,P a -3
36148,F m -3
36151,P a -3
36156,I -4 3 d
36169,P -4 3 m
36204,P a -3
36206,F d -3 m Z
36254,I -4 3 d
36256,F d -3 m S
36280,P 41 3 2
36298,P -4 3 m
36309,P n -3 m Z
36341,P a -3
36343,P -4 3 n
36355,F d -3 m Z
36356,F d -3 m Z
36425,I a -3 d
36448,F d -3 m Z
36453,I m -3
36454,I m -3
36473,P 21 3
36512,P m -3 m
36513,P a -3
36522,I 2 3
36523,P -4 3 m
36545,P a -3
36546,P a -3
36547,P a -3
36548,P a -3
36549,P a -3
36550,P a -3
36559,F -4 3 m
36560,F -4 3 m
36561,F -4 3 m
36562,F -4 3 m
36572,P n -3 Z
36573,P n -3 Z
36574,P n -3 Z
36600,F -4 3 c
36638,P -4 3 m
370032,P m -3
37052,P a -3
37053,P a -3
37078,P m -3 m
37106,F m -3 c
37145,I a -3 d
37239,F m -3 m
37254,P m -3 m
37262,P m -3 m
37300,P m -3 m
37301,P m -3 m
37302,P m -3 m
37303,P m -3 m
37304,P m -3 m
37305,P m -3 m
37306,P m -3 m
37307,P m -3 m
37308,P m -3 m
37309,P m -3 m
37323,I 41 3 2
37367,P n -3 m Z
37368,F d -3 m Z
37369,F d -3 m Z
37404,F d -3 m S
37405,F d -3 m S
37406,F d -3 m S
37407,F d -3 m S
37408,F d -3 m S
37409,F d -3 m S
37410,F d -3 m S
37440,F d -3 m S
380114,P -4 3 n
380115,P -4 3 n
380184,P a -3
380356,P -4 3 m
380383,P m -3 n
380386,F m -3
38044,P a -3
380483,F d -3 m Z
38058,F m -3 c
38074,F m -3 m
38136,I m -3 m
38140,P a -3
38153,P -4 3 m
38171,I m -3
38229,I m -3
38232,P a -3
38233,P n -3 m S
38286,F d -3 m S
38293,F m -3 m
38294,F m -3 m
38295,F m -3 m
38345,F d -3 m Z
38346,F m -3 m
38385,I m -3
38386,I -4 3 d
38404,F d -3 m S
38405,F d -3 m S
38406,F d -3 m S
38407,F d -3 m S
38418,I m -3
38419,I m -3
38427,P a -3
38428,P a -3
38441,F m -3 c
38442,F m -3 c
38811,P -4 3 m
38892,F d -3 m Z
39014,F d -3 m S
3909,I a -3 d
39104,F d -3 m S
39105,I -4 3 d
391088,P -4 3 n
391089,P -4 3 n
391131,P a -3
391132,P a -3
391133,I a -3
391189,P 41 3 2
39130,P a -3
391475,F d -3 m Z
39161,F d -3 m S
39162,F d -3 m S
39163,F d -3 m S
39164,F d -3 m S
39179,I a -3
39180,I a -3
39181,I a -3
39182,I a -3
39183,I a -3
39184,I a -3
39185,I a -3
39186,I a -3
39187,I a -3
39188,I a -3
39189,I a -3
39190,I a -3
39193,I a -3 d
39212,I m -3 m
39227,I -4 3 d
39228,I -4 3 m
39231,I -4 3 d
39234,F m -3
39235,F m -3
39240,I a -3
39241,P a -3
39288,I 2 3
39300,I 2 3
39331,I m -3 m
39336,I a -3 d
39337,I a -3 d
39389,I 21 3
39391,P a -3
39407,F m -3 m
39408,F m -3 m
39415,F d -3 m Z
39416,F d -3 m Z
39437,I -4 3 d
39438,I -4 3 d
39467,I m -3
39470,F d -3 m Z
39473,F d -3 m Z
39514,P 21 3
39515,P 21 3
39521,I a -3
39533,P 21 3
39558,I m -3 m
39596,I -4 3 d
39597,I -4 3 d
39604,F -4 3 m
39611,I 2 3
39614,I 2 3
39619,I 2 3
39626,F d -3 c Z
39652,P 43 3 2
39672,P m -3 m
39673,P m -3 m
39674,P m -3 m
39675,P m -3 m
39685,I m -3 m
39686,I m -3 m
39691,I -4 3 m
39693,I -4 3 m
39694,I -4 3 m
39772,I -4 3 d
39827,P 41 3 2
39828,P 41 3 2
39831,I a -3 d
39832,I a -3 d
39833,I a -3 d
39834,I a -3 d
39847,P 41 3 2
39848,P 41 3 2
39895,I a -3 d
39905,P m -3 m
39906,P m -3 m
39907,P m -3 m
39908,P m -3 m
39952,P -4 3 n
39955,F m -3 m
39956,F m -3 m
39957,F d -3 m Z
39958,F d -3 m Z
400093,F d -3 m Z
40019,F d -3 m Z
400222,P a -3
40029,F d -3 m S
40030,F d -3 m Z
400339,I m -3 m
40046,F m -3 m
400465,I m -3 m
40050,P 21 3
40051,F m -3 m
40052,F m -3 m
40056,P m -3 m
40057,P m -3 m
40070,I -4 3 d
400786,F d -3 m Z
40089,P m -3 m
40093,F d -3 m Z
401210,I m -3 m
40129,P -4 3 n
40138,F d -3 m Z
40139,F d -3 m Z
40140,F d -3 m Z
40170,P m -3 m
40199,F d -3 m Z
402173,I m -3 m
402372,I -4 3 d
402503,P n -3 Z
402574,P -4 3 n
40278,P 21 3
402784,P 41 3 2
40279,P 21 3
40280,P 21 3
402882,P a -3
402891,P -4 3 m
40298,F m -3 m
40299,F m -3 m
403025,P 2 3
40307,P 21 3
40313,I 2 3
40315,I a -3 d
40328,P a -3
40329,P a -3
40330,P a -3
40350,P a -3
4040,I m -3 m
40409,P m -3 m
40412,F m -3 m
40413,F m -3 m
404375,P n -3 Z
404376,P n -3 Z
404478,P n -3 m Z
404479,P n -3 m Z
40456,F m -3 m
40459,F d -3 m Z
40463,I 21 3
40464,F m -3 m
40465,F m -3 m
40466,F m -3 m
404694,P m -3
404695,P m -3
404696,P m -3
404697,P m -3
40471,I a -3
40472,I a -3
40473,I a -3
40474,I a -3
40475,I a -3
40476,P m -3 m
40477,P m -3 m
404779,P a -3
40482,P -4 3 m
40483,P 21 3
40485,F d -3 m Z
40507,I m -3 m
40508,I -4 3 m
40509,F d -3 m Z
40510,F d -3 m Z
40511,F d -3 m Z
40512,F d -3 m Z
40513,F d -3 m Z
40518,F d -3 Z
40562,P m -3 n
40563,P m -3 n
40564,P m -3 n
40565,P m -3 n
40566,P m -3 n
40567,P m -3 n
40582,F d -3 m S
40583,F d -3 m S
40584,F m -3 m
40587,I m -3 m
405958,F d -3 Z
405959,F d -3 Z
40606,F m -3 m
40607,F m -3 m
40608,F m -3 m
406525,P 2 3
406526,P 2 3
406531,P n -3 m Z
406532,P n -3 m Z
40656,P a -3
406612,P a -3
406613,P a -3
406614,P a -3
4067,F d -3 c Z
40672,F d -3 m Z
40673,F d -3 m Z
40674,F d -3 m Z
406745,P a -3
40675,F d -3 m Z
40676,F d -3 m Z
40677,F d -3 m Z
40678,F d -3 m Z
40679,F d -3 m Z
40680,F d -3 m Z
40707,I m -3
407293,I -4 3 m
40740,F -4 3 m
4075,F -4 3 m
40751,F -4 3 m
40766,F m -3 m
4077,P m -3 m
407752,P 41 3 2
407803,P -4 3 m
407876,P 43 3 2
407877,P 43 3 2
40794,P m -3 m
407957,I a -3
407958,I a -3
407962,F m -3 c
408145,I a -3
4083,F d -3 m S
408313,I m -3 m
408314,I m -3 m
40840,I a -3 d
408431,P a -3
408569,P n -3 Z
40861,P m -3 m
40871,I m -3 m
40872,I m -3 m
40873,I m -3 m
40885,F m -3 c
40886,F m -3 m
40912,P m -3 n
40914,F -4 3 m
40924,F m -3 m
409266,P 41 3 2
40927,F d -3 m Z
409272,P n -3 Z
409273,P n -3 Z
40928,F d -3 m Z
40929,F d -3 m Z
40931,F d -3 m Z
40932,F d -3 m Z
40933,F d -3 m Z
409449,P -4 3 m
40947,P m -3 m
40948,P m -3 m
409480,P -4 3 n
40949,P m -3 m
409501,P a -3
409511,P -4 3 n
409530,P 41 3 2
409539,I -4 3 m
409551,I a -3
409561,I 41 3 2
409578,I -4 3 d
409596,I m -3 m
409611,F d -3 m Z
409623,I -4 3 d
409647,P -4 3 n
40965,F m -3 m
409655,I 41 3 2
40966,F m -3 m
40967,F m -3 m
409698,P -4 3 n
409713,I a -3
409715,I a -3 d
409716,I a -3 d
409735,P 41 3 2
40974,P -4 3 m
409758,P n -3 Z
409796,I 41 3 2
409832,I m -3 m
409833,I m -3 m
409837,F d -3 m Z
409848,P -4 3 n
409849,P -4 3 n
409850,P -4 3 n
409852,P -4 3 n
409853,P -4 3 n
409854,P -4 3 n
409856,P a -3
409865,P n -3 Z
409885,I m -3 m
40992,F d -3 m Z
409928,P m -3
409929,P m -3
40993,F d -3 m Z
409930,P m -3
40994,F d -3 m Z
409993,P a -3
409994,P a -3
410000,P a -3
41002,F d -3 m S
41003,F d -3 m Z
41004,F d -3 m Z
41005,F d -3 m Z
41006,F d -3 m Z
410090,I -4 3 m
410097,F m -3
41014,I -4 3 d
410144,P 2 3
410158,P 2 3
410238,I m -3 m
410239,I m -3 m
41024,I m -3
41025,I m -3
410328,P a -3
41038,P 43 3 2
41039,P 43 3 2
41050,I m -3 m
41059,F d -3 m Z
410709,I m -3
410754,I a -3
410866,I -4 3 d
410958,P n -3 Z
410992,I -4 3 m
411023,F d -3 m S
411024,F d -3 m S
411025,F d -3 m S
411026,F d -3 m S
411075,P a -3
41111,F d -3 m Z
41112,F d -3 m Z
411144,I m -3 m
411145,I m -3 m
411179,P -4 3 m
411204,P a -3
411210,I a -3
411218,P a -3
411219,P a -3
411238,P a -3
411239,P a -3
411240,P a -3
411276,I m -3 m
411325,P -4 3 n
411327,P -4 3 n
41140,F m -3 m
41141,F m -3 m
411415,P a -3
41142,F m -3 m
41143,F m -3 m
41144,I a -3 d
41145,I a -3 d
411462,I -4 3 d
411476,F m -3
411481,P a -3
411483,P a -3
411553,I m -3 m
411554,I m -3 m
411795,I a -3
4118,F d -3 m S
411800,I 41 3 2
411801,I 41 3 2
411803,I 41 3 2
411804,I 41 3 2
411820,P a -3
41186,P -4 3 n
41188,P -4 3 n
411887,P a -3
41189,P -4 3 n
41191,P -4 3 n
41193,I -4 3 m
411975,F d -3 m Z
411976,F d -3 m Z
41198,F d -3 m Z
412003,P a -3
41203,P n -3 S
41204,P n -3 S
412042,F d -3 m Z
412043,F d -3 m Z
412044,F d -3 m Z
412045,F d -3 m Z
412046,F d -3 m Z
412047,F d -3 m Z
412048,F d -3 m Z
41208,P a -3
41209,P a -3
412257,F d -3 m Z
412258,F d -3 m Z
412317,P n -3 m Z
41234,F m -3 m
412375,P -4 3 m
412376,P -4 3 m
412390,I a -3 d
412493,I m -3 m
412494,I m -3 m
412495,I m -3 m
412496,I m -3 m
412508,P -4 3 n
412561,I 21 3
412639,I m -3
41264,I a -3
41265,I a -3
41266,I a -3
412667,I a -3
41267,I a -3
41268,I a -3
41269,I a -3
41270,I a -3
41271,I a -3
412776,I m -3 m
412777,I m -3 m
412778,I m -3 m
412779,I m -3 m
412780,I m -3 m
41290,F d -3 m Z
413035,P -4 3 n
413036,P -4 3 n
413037,P -4 3 n
413038,P -4 3 n
413086,P -4 3 n
413098,P n -3 m Z
413099,P n -3 m Z
41310,I a -3 d
413100,P n -3 m Z
413101,P n -3 m Z
413102,P n -3 m Z
413103,P n -3 m Z
413104,P n -3 m Z
413105,P n -3 m Z
413106,P n -3 m Z
413107,P n -3 m Z
413108,P n -3 m Z
413109,P n -3 m Z
41311,I a -3 d
413110,P n -3 m Z
413111,P n -3 m Z
413112,P n -3 m Z
41312,I a -3 d
413127,F m -3
413129,F m -3
41313,I a -3 d
41314,I a -3 d
41315,I a -3 d
41316,I a -3 d
413174,F d -3 c Z
413184,F d -3 m Z
413193,F m -3 c
413207,F d -3 m S
413224,I a -3 d
41324,F m -3 m
41325,F m -3 m
413251,F m -3
413255,F m -3
41326,F m -3 m
41327,F m -3 m
413339,F d -3 m Z
413340,F d -3 m Z
413390,P -4 3 n
413391,P -4 3 n
413491,P -4 3 n
413492,P -4 3 n
413493,P -4 3 n
413494,P -4 3 n
413495,P -4 3 n
413496,P -4 3 n
413497,P -4 3 n
413498,P -4 3 n
413499,P -4 3 n
413500,P -4 3 n
413501,P -4 3 n
413502,P -4 3 n
413503,P -4 3 n
41351,P a -3
41352,P a -3
413539,P -4 3 n
413594,F 41 3 2
413696,I -4 3 d
413697,I -4 3 d
413698,I -4 3 d
413699,I -4 3 d
413700,I -4 3 d
413714,P -4 3 n
413809,F d -3 m Z
413823,I m -3
413824,I m -3
413825,I m -3
41394,F d -3 m Z
41395,F d -3 m Z
41396,F d -3 m Z
41397,F d -3 m Z
41398,F d -3 m Z
413983,I m -3 m
413984,I m -3 m
413988,P a -3
41399,P a -3
41402,F m -3 m
414162,I a -3 d
414163,I a -3 d
414174,I 41 3 2
414179,P 43 3 2
41421,F d -3 m S
41422,F d -3 m S
41423,F d -3 m S
41424,F d -3 m S
41425,F d -3 m S
414259,P a -3
41426,F d -3 m S
414260,P a -3
414264,I 41 3 2
41427,F d -3 m S
414350,P a -3
414371,P 41 3 2
414372,P 41 3 2
414373,P 41 3 2
414374,P 41 3 2
414375,P 41 3 2
414376,P 41 3 2
414377,P 41 3 2
414378,P 41 3 2
414379,P 41 3 2
414380,P 41 3 2
414381,P 41 3 2
414382,P 41 3 2
414383,P 41 3 2
414384,P 41 3 2
414385,P 41 3 2
414386,P 41 3 2
414387,P 41 3 2
414388,P 41 3 2
414389,P 41 3 2
414390,P 41 3 2
414391,P 41 3 2
414392,P 41 3 2
414393,P 41 3 2
414394,P 41 3 2
414395,P 41 3 2
414396,P 41 3 2
414557,P -4 3 m
414558,P -4 3 m
414559,F d -3 m Z
4146,I 2 3
414602,I -4 3 d
4147,F d -3 m Z
415027,F d -3 m Z
415028,F d -3 m Z
415029,F d -3 m Z
415050,F d -3 m Z
415051,F d -3 m Z
415064,F d -3 m Z
415293,F d -3 m Z
415294,F d -3 m Z
415303,P -4 3 n
415342,F m -3 c
415489,F -4 3 c
415498,I -4 3 d
415518,F m -3 c
415565,P n -3 Z
415566,P n -3 Z
415567,P n -3 Z
415568,P n -3 Z
415602,I m -3 m
415603,I m -3 m
415604,I m -3 m
415605,I m -3 m
415606,I m -3 m
415707,F d -3 m Z
415714,P a -3
415715,P a -3
415716,P a -3
415735,P a -3
415767,I 21 3
415809,I m -3
415810,I m -3
415811,I m -3
415812,I m -3
415813,I m -3
415882,F m -3 c
415883,F m -3 c
415884,F m -3 c
415885,F m -3 c
415886,F m -3 c
415887,F m -3 c
415888,F m -3 c
415889,F m -3 c
415890,F m -3 c
415950,I m -3 m
415957,I m -3 m
415997,I 2 3
4162,P -4 3 m
41620,I m -3
416321,F m -3 c
416357,F d -3 m Z
416586,I -4 3 d
416601,F d -3 m Z
416619,P m -3
416679,I -4 3 d
416680,I -4 3 d
416709,F d -3 m Z
416710,F d -3 m Z
416711,F d -3 m Z
416712,F d -3 m Z
416713,F d -3 m Z
416714,F d -3 m Z
416715,F d -3 m Z
41680,F d -3 m Z
416807,I m -3
416808,I m -3
416809,I m -3
416810,I m -3
416811,I m -3
416812,I m -3
416813,I -4 3 d
416814,I -4 3 d
416815,I -4 3 d
416885,I -4 3 d
416886,I -4 3 m
416909,F d -3 m Z
416910,F d -3 m Z
416911,F d -3 m Z
416912,F d -3 m Z
416913,F d -3 m Z
416914,F d -3 m Z
416915,F d -3 m Z
416916,F d -3 m Z
416917,F d -3 m Z
416918,F d -3 m Z
416919,F d -3 m Z
416920,F d -3 m Z
416921,F d -3 m Z
416922,F d -3 m Z
416923,F d -3 m Z
416924,F d -3 m Z
416925,F d -3 m Z
416926,I a -3 d
416927,I a -3 d
416928,I a -3 d
416929,I a -3 d
416963,I m -3
417037,P a -3
417038,P a -3
417039,P a -3
417040,P a -3
417049,I m -3 m
417101,I -4 3 m
417215,F d -3 m Z
417251,P a -3
417298,F d -3 m Z
417299,F d -3 m Z
417300,F d -3 m Z
417301,F d -3 m Z
41732,P a -3
417384,I a -3 d
417412,F m -3
417424,P -4 3 n
417425,P -4 3 n
417426,P -4 3 n
417467,F d -3 Z
41753,I -4 3 m
41754,I -4 3 m
417634,I 21 3
417676,P -4 3 n
417677,P -4 3 n
417678,P -4 3 n
417679,P -4 3 n
417680,P -4 3 n
417681,P -4 3 n
417682,P -4 3 n
417683,P -4 3 n
417684,P -4 3 n
417685,P -4 3 n
417686,P -4 3 n
417687,P -4 3 n
417688,P -4 3 n
417689,P -4 3 n
417690,P -4 3 n
417691,P -4 3 n
417692,P -4 3 n
417693,P -4 3 n
417694,P -4 3 n
417695,P -4 3 n
417696,P -4 3 n
417697,P -4 3 n
417698,P -4 3 n
417699,P -4 3 n
417700,P -4 3 n
417701,P -4 3 n
417702,P -4 3 n
417703,P -4 3 n
417704,P -4 3 n
417705,P -4 3 n
41772,I 41 3 2
41775,P 41 3 2
41776,P 21 3
417777,F m -3 c
41786,I -4 3 d
417962,I -4 3 d
417969,I a -3 d
41803,I -4 3 d
418090,F d -3 m Z
418091,F d -3 m Z
418095,F 2 3
418096,F 2 3
418130,F m -3 c
41816,I m -3 m
418207,F d -3 m Z
418208,F d -3 m Z
418257,P -4 3 n
418258,P -4 3 n
418413,I 21 3
418436,F 2 3
418499,F m -3
418500,F m -3
418501,F m -3
418502,F m -3
418545,P -4 3 m
418600,I m -3
418601,I m -3
418645,I a -3 d
41865,I m -3
418685,P -4 3 n
418686,P -4 3 n
418687,P -4 3 n
418688,P -4 3 n
418689,P -4 3 n
418690,P -4 3 n
418691,P -4 3 n
418692,P -4 3 n
418693,P -4 3 n
418699,P a -3
418726,I -4 3 m
418849,I m -3
418908,F d -3 m Z
418947,I 41 3 2
41895,I -4 3 m
418966,F d -3 m Z
418967,F d -3 m Z
419137,I a -3
419162,I -4 3 d
419226,I -4 3 d
419227,I -4 3 d
419228,I -4 3 d
419334,I 2 3
41934,F m -3 m
41936,I a -3
41937,I 2 3
4194,P n -3 Z
419479,P a -3
419492,I m -3
41951,P -4 3 m
419624,I a -3 d
419625,I a -3 d
419626,I a -3 d
419631,I -4 3 d
419664,F d -3 m Z
419747,P n -3 m Z
419796,P -4 3 n
419797,P -4 3 n
419798,P -4 3 n
419799,P -4 3 n
419800,P -4 3 n
419801,P -4 3 n
419802,P -4 3 n
419803,P -4 3 n
419804,P -4 3 n
419805,P -4 3 n
419806,P -4 3 n
419807,P -4 3 n
419808,P -4 3 n
419840,I -4 3 d
419841,I -4 3 d
41997,P 21 3
41998,P 21 3
4200,P n -3 Z
42012,I -4 3 m
420139,P a -3
420154,F m -3 c
420155,F m -3 c
420183,F m -3
420370,F d -3 m Z
420371,F d -3 m Z
420428,I a -3
420475,I a -3 d
420476,I a -3 d
420477,I a -3 d
420509,F d -3 m Z
42057,F d -3 m S
4206,F d -3 m Z
420706,F d -3 m Z
42071,P 21 3
4208,F m -3 m
420818,F d -3 m Z
420822,F d -3 m Z
420846,I m -3 m
420847,I m -3 m
421011,F d -3 m Z
421066,F d -3 m Z
421173,F d -3 m Z
421178,I m -3 m
421179,I m -3
421190,F d -3 m Z
421193,F d -3 m S
421217,F d -3 Z
421270,F d -3 m Z
421271,F d -3 m Z
421272,F d -3 m Z
421273,F d -3 m Z
421274,F d -3 m Z
421275,F d -3 m Z
421276,F d -3 m Z
421277,F d -3 m Z
421278,F d -3 m Z
421279,F d -3 m Z
421373,P m -3
421376,I 2 3
421470,I -4 3 d
421488,I m -3 m
421545,F d -3 m Z
421548,P a -3
421549,P a -3
421555,I 2 3
421563,F m -3 c
421628,F m -3 c
421629,F m -3 c
421644,P -4 3 m
421645,P -4 3 m
42168,I -4 3 d
421716,I -4 3 d
421842,F m -3 c
421891,P a -3
421902,F m -3 c
421903,I a -3
421917,I m -3 m
421950,I -4 3 d
421959,F d -3 m Z
421960,F d -3 m Z
422011,I a -3 d
422259,I a -3 d
422264,F -4 3 c
422340,F -4 3 c
422341,F d -3 m Z
422380,I 2 3
422385,I 2 3
422386,I 2 3
422387,I 2 3
422388,I 2 3
422389,I 2 3
422394,F m -3
422395,F m -3
422396,F m -3
422397,F m -3
422427,P n -3 Z
422433,F m -3
